Gene_id	UniProt_AC	UniProt_ID	EntrezGene	symbol
Solyc03g058200.1	K4BGM3	K4BGM3_SOLLC		
Solyc03g058210.1	K4BGM4	K4BGM4_SOLLC		
Solyc03g058220.1	K4BGM5	K4BGM5_SOLLC		
Solyc03g058230.1	K4BGM6	K4BGM6_SOLLC		
Solyc03g058240.1	K4BGM7	K4BGM7_SOLLC		
Solyc03g058250.1	K4BGM8	K4BGM8_SOLLC		
Solyc03g058260.1	K4BGM9	K4BGM9_SOLLC		
Solyc03g058270.1	K4BGN0	K4BGN0_SOLLC		
Solyc03g058280.1	K4BGN1	K4BGN1_SOLLC		
Solyc03g058300.1	K4BGN2	K4BGN2_SOLLC		
Solyc03g058310.1	K4BGN3	K4BGN3_SOLLC		
Solyc03g058320.1	K4BGN4	K4BGN4_SOLLC		
Solyc03g058330.2	K4BGN5	K4BGN5_SOLLC	101249614	LOC101249614
Solyc03g058340.2	K4BGN6	K4BGN6_SOLLC	101249894	LOC101249894
Solyc03g058350.2	K4BGN7	K4BGN7_SOLLC		
Solyc03g058360.1	K4BGN8	K4BGN8_SOLLC		
Solyc03g058370.1	K4BGN9	K4BGN9_SOLLC		
Solyc03g058380.2	K4BGP0	K4BGP0_SOLLC		
Solyc03g058390.1	K4BGP1	K4BGP1_SOLLC		
Solyc03g058400.2	K4BGP2	K4BGP2_SOLLC	101250193	LOC101250193
Solyc03g058410.1	K4BGP3	K4BGP3_SOLLC		
Solyc03g058420.1	K4BGP4	K4BGP4_SOLLC		
Solyc03g058430.1	K4BGP5	K4BGP5_SOLLC		
Solyc03g058440.1	K4BGP6	K4BGP6_SOLLC		
Solyc03g058450.2	K4BGP7	K4BGP7_SOLLC	101251068	LOC101251068
Solyc03g058460.1	K4BGP8	K4BGP8_SOLLC		
Solyc03g058470.1	K4BGP9	K4BGP9_SOLLC		
Solyc03g058480.1	K4BGQ0	K4BGQ0_SOLLC		
Solyc03g058490.1	K4BGQ1	K4BGQ1_SOLLC		
Solyc03g058500.1	K4BGQ2	K4BGQ2_SOLLC		
Solyc03g058510.2				
Solyc03g058520.1	K4BGQ4	K4BGQ4_SOLLC		
Solyc03g058530.1	K4BGQ5	K4BGQ5_SOLLC		
Solyc03g058540.1	K4BGQ6	K4BGQ6_SOLLC		
Solyc03g058550.1	K4BGQ7	K4BGQ7_SOLLC		
Solyc03g058560.1	K4BGQ8	K4BGQ8_SOLLC		
Solyc03g058570.1				
Solyc03g058580.1	K4BGR0	K4BGR0_SOLLC		
Solyc03g058610.1	K4BGR1	K4BGR1_SOLLC		
Solyc03g058620.1	K4BGR2	K4BGR2_SOLLC		
Solyc03g058630.1	K4BGR3	K4BGR3_SOLLC		
Solyc03g058640.1	K4BGR4	K4BGR4_SOLLC		
Solyc03g058650.1	K4BGR5	K4BGR5_SOLLC		
Solyc03g058660.1	K4BGR6	K4BGR6_SOLLC		
Solyc03g058670.1	K4BGR7	K4BGR7_SOLLC		
Solyc03g058680.1	K4BGR8	K4BGR8_SOLLC		
Solyc03g058690.1	K4BGR9	K4BGR9_SOLLC		
Solyc03g058700.1	K4BGS0	K4BGS0_SOLLC		
Solyc03g058710.1	K4BGS1	K4BGS1_SOLLC		
Solyc03g058720.1	K4BGS2	K4BGS2_SOLLC		
Solyc03g058730.1	K4BGS3	K4BGS3_SOLLC		
Solyc03g058740.1	K4BGS4	K4BGS4_SOLLC		
Solyc03g058750.1	K4BGS5	K4BGS5_SOLLC		
Solyc03g058780.1				
Solyc03g058790.1	K4BGS7	K4BGS7_SOLLC		
Solyc03g058800.1	K4BGS8	K4BGS8_SOLLC		
Solyc03g058810.1	K4BGS9	K4BGS9_SOLLC		
Solyc03g058820.1	K4BGT0	K4BGT0_SOLLC		
Solyc03g058830.1	K4BGT1	K4BGT1_SOLLC		
Solyc03g058840.1	K4BGT2	K4BGT2_SOLLC		
Solyc03g058850.1	K4BGT3	K4BGT3_SOLLC		
Solyc03g058860.2	K4BGT4	K4BGT4_SOLLC	101252666	LOC101252666
Solyc03g058870.1	K4BGT5	K4BGT5_SOLLC		
Solyc03g058880.2	K4BGT6	K4BGT6_SOLLC	101252961	LOC101252961
Solyc03g058890.2	K4BGT7	K4BGT7_SOLLC	101253459	LOC101253459
Solyc03g058900.1	K4BGT8	K4BGT8_SOLLC		
Solyc03g058910.2	P15721	PLY56_SOLLC	101253756	LAT56, LOC101253756
Solyc03g058920.2	K4BGT9	K4BGT9_SOLLC		
Solyc03g058930.2	K4BGU0	K4BGU0_SOLLC		
Solyc03g058940.2	K4BGU1	K4BGU1_SOLLC		
Solyc03g058950.2	K4BGU2	K4BGU2_SOLLC		
Solyc03g058960.1	K4BGU3	K4BGU3_SOLLC		
Solyc03g058970.2	K4BGU4	K4BGU4_SOLLC		
Solyc03g058980.1	K4BGU5	K4BGU5_SOLLC		
Solyc03g058990.1	K4BGU6	K4BGU6_SOLLC		
Solyc03g059000.1	K4BGU7	K4BGU7_SOLLC		
Solyc03g059010.2	K4BGU8	K4BGU8_SOLLC		
Solyc03g059020.1	K4BGU9	K4BGU9_SOLLC		
Solyc03g059030.2	K4BGV0	K4BGV0_SOLLC	101255773	LOC101255773
Solyc03g059040.1	K4BGV1	K4BGV1_SOLLC		
Solyc03g059050.2	K4BGV2	K4BGV2_SOLLC		
Solyc03g059060.1	K4BGV3	K4BGV3_SOLLC		
Solyc03g059070.2	K4BGV4	K4BGV4_SOLLC		
Solyc03g059080.1	K4BGV5	K4BGV5_SOLLC	101262392	LOC101262392
Solyc03g059090.1	K4BGV6	K4BGV6_SOLLC		
Solyc03g059100.1	K4BGV7	K4BGV7_SOLLC		
Solyc03g059110.1	K4BGV8	K4BGV8_SOLLC		
Solyc03g059120.1	K4BGV9	K4BGV9_SOLLC		
Solyc03g059130.1	K4BGW0	K4BGW0_SOLLC		
Solyc03g059140.2	K4BGW1	K4BGW1_SOLLC		
Solyc03g059150.2	K4BGW2	K4BGW2_SOLLC		
Solyc03g059160.1	K4BGW3	K4BGW3_SOLLC		
Solyc03g059170.2	K4BGW4	K4BGW4_SOLLC		
Solyc03g059180.2	K4BGW5	K4BGW5_SOLLC		
Solyc03g059190.2	K4BGW6	K4BGW6_SOLLC	101263291	LOC101263291
Solyc03g059200.1	K4BGW7	K4BGW7_SOLLC	101263585	LOC101263585
Solyc03g059210.1	K4BGW8	K4BGW8_SOLLC		
Solyc03g059220.1	K4BGW9	K4BGW9_SOLLC		
Solyc03g059230.2	K4BGX0	K4BGX0_SOLLC		
Solyc03g059240.1	K4BGX1	K4BGX1_SOLLC		
Solyc03g059250.2	K4BGX2	K4BGX2_SOLLC	101257245	LOC101257245
Solyc03g059260.2	K4BGX3	K4BGX3_SOLLC	101257542	LOC101257542
Solyc03g059270.2	K4BGX4	K4BGX4_SOLLC		
Solyc03g059280.1	K4BGX5	K4BGX5_SOLLC		
Solyc03g059290.1	K4BGX6	K4BGX6_SOLLC		
Solyc03g059300.1	K4BGX7	K4BGX7_SOLLC		
Solyc03g059310.2	K4BGX8	K4BGX8_SOLLC		
Solyc03g059320.1	K4BGX9	K4BGX9_SOLLC		
Solyc03g059330.1	K4BGY0	K4BGY0_SOLLC		
Solyc03g059340.1	K4BGY1	K4BGY1_SOLLC		
Solyc03g059350.2	K4BGY2	K4BGY2_SOLLC		
Solyc03g059360.1	K4BGY3	K4BGY3_SOLLC		
Solyc03g059370.1	K4BGY4	K4BGY4_SOLLC		
Solyc03g059380.1	K4BGY5	K4BGY5_SOLLC		
Solyc03g059390.2	K4BGY6	K4BGY6_SOLLC	101258629	LOC101258629
Solyc03g059400.1	K4BGY7	K4BGY7_SOLLC		
Solyc03g059410.1	K4BGY8	K4BGY8_SOLLC		
Solyc03g059420.2	K4BGY9	K4BGY9_SOLLC		
Solyc03g059430.1	K4BGZ0	K4BGZ0_SOLLC		
Solyc03g059440.1	K4BGZ1	K4BGZ1_SOLLC		
Solyc03g059450.1	K4BGZ2	K4BGZ2_SOLLC		
Solyc03g059460.1	K4BGZ3	K4BGZ3_SOLLC		
Solyc03g059470.1	K4BGZ4	K4BGZ4_SOLLC		
Solyc03g059480.1	K4BGZ5	K4BGZ5_SOLLC		
Solyc03g059490.1	F8WS89	F8WS89_SOLLC	101259816	LOC101259816, SlmRPK2, SlpRPK2
Solyc03g059500.2	K4BGZ7	K4BGZ7_SOLLC		
Solyc03g060500.1	K4BGZ8	K4BGZ8_SOLLC		
Solyc03g060510.2	K4BGZ9	K4BGZ9_SOLLC	101260406	LOC101260406
Solyc03g060520.1	K4BH00	K4BH00_SOLLC		
Solyc03g060530.1	K4BH01	K4BH01_SOLLC		
Solyc03g061540.1	K4BH02	K4BH02_SOLLC		
Solyc03g061550.1	K4BH03	K4BH03_SOLLC		
Solyc03g061560.1	K4BH04	K4BH04_SOLLC		
Solyc03g061570.1	K4BH05	K4BH05_SOLLC		
Solyc03g061580.1	K4BH06	K4BH06_SOLLC		
Solyc03g061590.2	K4BH07	K4BH07_SOLLC		
Solyc03g061600.2	K4BH08	K4BH08_SOLLC		
Solyc03g061610.1	K4BH09	K4BH09_SOLLC		
Solyc03g061620.1	K4BH10	K4BH10_SOLLC	101260998	LOC101260998
Solyc03g061630.1	K4BH11	K4BH11_SOLLC		
Solyc03g061640.1	K4BH12	K4BH12_SOLLC		
Solyc03g061650.1	K4BH13	K4BH13_SOLLC		
Solyc03g062650.2	K4BH14	K4BH14_SOLLC	101261303	LOC101261303
Solyc03g062660.2	K4BH15	K4BH15_SOLLC	101261592	LOC101261592
Solyc03g062670.1	K4BH16	K4BH16_SOLLC	101267494	LOC101267494
Solyc03g062680.2	K4BH17	K4BH17_SOLLC	101262493	LOC101262493
Solyc03g062690.1	K4BH18	K4BH18_SOLLC		
Solyc03g062700.2	K4BH19	K4BH19_SOLLC		
Solyc03g062710.2	K4BH20	K4BH20_SOLLC	101263088	LOC101263088
Solyc03g062720.2	K4BH21	K4BH21_SOLLC	101263383	LOC101263383
Solyc03g062730.2	K4BH22	K4BH22_SOLLC		
Solyc03g062740.2	K4BH23	K4BH23_SOLLC		
Solyc03g062750.1	K4BH24	K4BH24_SOLLC		
Solyc03g062760.1	K4BH25	K4BH25_SOLLC		
Solyc03g062770.1	K4BH26	K4BH26_SOLLC		
Solyc03g062780.1	K4BH27	K4BH27_SOLLC		
Solyc03g062790.2	K4BH28	K4BH28_SOLLC	101263678	LOC101263678
Solyc03g062800.1	K4BH29	K4BH29_SOLLC		
Solyc03g062810.1	K4BH30	K4BH30_SOLLC		
Solyc03g062820.1	K4BH31	K4BH31_SOLLC	101243969	LOC101243969
Solyc03g062830.2	K4BH32	K4BH32_SOLLC	101263980	LOC101263980
Solyc03g062840.1	K4BH33	K4BH33_SOLLC		
Solyc03g062850.1	K4BH34	K4BH34_SOLLC		
Solyc03g062860.1	K4BH35	K4BH35_SOLLC		
Solyc03g062870.1	K4BH36	K4BH36_SOLLC	104646338	LOC104646338
Solyc03g062880.1				
Solyc03g062890.2	K4BH38	K4BH38_SOLLC	101264296	LOC101264296
Solyc03g062900.2	K4BH39	K4BH39_SOLLC	101264799	LOC101264799
Solyc03g062910.2	K4BH40	K4BH40_SOLLC		
Solyc03g062920.1	K4BH41	K4BH41_SOLLC		
Solyc03g062930.1	K4BH42	K4BH42_SOLLC		
Solyc03g062940.2	K4BH43	K4BH43_SOLLC	543864	LOC543864
Solyc03g062950.1	K4BH44	K4BH44_SOLLC		
Solyc03g062960.1	K4BH45	K4BH45_SOLLC		
Solyc03g062970.1	K4BH46	K4BH46_SOLLC		
Solyc03g062980.1	K4BH47	K4BH47_SOLLC		
Solyc03g063000.1	K4BH48	K4BH48_SOLLC		
Solyc03g063010.1	K4BH49	K4BH49_SOLLC		
Solyc03g063020.1	K4BH50	K4BH50_SOLLC		
Solyc03g063030.2	K4BH51	K4BH51_SOLLC		
Solyc03g063040.2	K4BH52	K4BH52_SOLLC		
Solyc03g063050.1	K4BH53	K4BH53_SOLLC		
Solyc03g063060.2	K4BH54	K4BH54_SOLLC		
Solyc03g063070.1	K4BH55	K4BH55_SOLLC		
Solyc03g063080.1	K4BH56	K4BH56_SOLLC		
Solyc03g063090.1	K4BH57	K4BH57_SOLLC		
Solyc03g063100.1	Q84XL0	Q84XL0_SOLLC	101246029	SP3D
Solyc03g063110.2	K4BH59	K4BH59_SOLLC	101266607	LOC101266607
Solyc03g063120.1	K4BH60	K4BH60_SOLLC		
Solyc03g063130.1	K4BH61	K4BH61_SOLLC		
Solyc03g063140.2	K4BH62	K4BH62_SOLLC	101246603	LOC101246603
Solyc03g063150.2	K4BH63	K4BH63_SOLLC	101266911	LOC101266911
Solyc03g063160.1	K4BH64	K4BH64_SOLLC	101246899	LOC101246899
Solyc03g063170.1	K4BH65	K4BH65_SOLLC		
Solyc03g063180.1	K4BH66	K4BH66_SOLLC		
Solyc03g063190.2	K4BH67	K4BH67_SOLLC		
Solyc03g063200.2	K4BH68	K4BH68_SOLLC		
Solyc03g063210.2	K4BH69	K4BH69_SOLLC		
Solyc03g063220.1	K4BH70	K4BH70_SOLLC		
Solyc03g063240.2	K4BH71	K4BH71_SOLLC	101267492	LOC101267492
Solyc03g063250.1	K4BH72	K4BH72_SOLLC		
Solyc03g063260.2	K4BH73	K4BH73_SOLLC		
Solyc03g063270.2	K4BH74	K4BH74_SOLLC		
Solyc03g063280.2	K4BH75	K4BH75_SOLLC		
Solyc03g063290.2	K4BH76	K4BH76_SOLLC	101268073	LOC101268073
Solyc03g063300.1	K4BH77	K4BH77_SOLLC		
Solyc03g063310.1	K4BH78	K4BH78_SOLLC		
Solyc03g063320.2	K4BH79	K4BH79_SOLLC	101268361	LOC101268361
Solyc03g063340.2	K4BH80	K4BH80_SOLLC		
Solyc03g063350.2	K4BH81	K4BH81_SOLLC		
Solyc03g063360.2	K4BH82	K4BH82_SOLLC		
Solyc03g063370.2	K4BH83	K4BH83_SOLLC		
Solyc03g063380.1	K4BH84	K4BH84_SOLLC		
Solyc03g063390.1	K4BH85	K4BH85_SOLLC	101244846	LOC101244846
Solyc03g063400.1	K4BH86	K4BH86_SOLLC		
Solyc03g063410.1	K4BH87	K4BH87_SOLLC		
Solyc03g063420.1	K4BH88	K4BH88_SOLLC		
Solyc03g063440.1	K4BH89	K4BH89_SOLLC		
Solyc03g063450.1	K4BH90	K4BH90_SOLLC		
Solyc03g063460.1	K4BH91	K4BH91_SOLLC		
Solyc03g063470.1	K4BH92	K4BH92_SOLLC		
Solyc03g063480.2	K4BH93	K4BH93_SOLLC		
Solyc03g063490.1	K4BH94	K4BH94_SOLLC		
Solyc03g063500.1	K4BH95	K4BH95_SOLLC		
Solyc03g063510.1	K4BH96	K4BH96_SOLLC		
Solyc03g063520.1	K4BH97	K4BH97_SOLLC		
Solyc03g063530.1	K4BH98	K4BH98_SOLLC		
Solyc03g063540.1	K4BH99	K4BH99_SOLLC		
Solyc03g063550.1	K4BHA0	K4BHA0_SOLLC	101245736	LOC101245736
Solyc03g063560.2	K4BHA1	K4BHA1_SOLLC	101246028	LOC101246028
Solyc03g063580.1	K4BHA2	K4BHA2_SOLLC		
Solyc03g063590.1	K4BHA3	K4BHA3_SOLLC		
Solyc03g063600.2	K4BHA4	K4BHA4_SOLLC	101246321	LOC101246321
Solyc03g063630.2	K4BHA5	K4BHA5_SOLLC		
Solyc03g063640.1	K4BHA6	K4BHA6_SOLLC		
Solyc03g063650.1	K4BHA7	K4BHA7_SOLLC	101250670	LOC101250670
Solyc03g063670.1	K4BHA8	K4BHA8_SOLLC		
Solyc03g063680.1	K4BHA9	K4BHA9_SOLLC	101247591	LOC101247591
Solyc03g063690.1	K4BHB0	K4BHB0_SOLLC	101247893	LOC101247893
Solyc03g063700.1	K4BHB1	K4BHB1_SOLLC		
Solyc03g063710.1	K4BHB2	K4BHB2_SOLLC		
Solyc03g063720.2	K4BHB3	K4BHB3_SOLLC		
Solyc03g063730.2	K4BHB4	K4BHB4_SOLLC		
Solyc03g063740.1	K4BHB5	K4BHB5_SOLLC		
Solyc03g063750.2	K4BHB6	K4BHB6_SOLLC	101249053	LOC101249053
Solyc03g063760.2				
Solyc03g063770.1	K4BHB7	K4BHB7_SOLLC		
Solyc03g063780.1	K4BHB8	K4BHB8_SOLLC		
Solyc03g063790.1	K4BHB9	K4BHB9_SOLLC		
Solyc03g063800.1	K4BHC0	K4BHC0_SOLLC		
Solyc03g063810.1	K4BHC1	K4BHC1_SOLLC		
Solyc03g063820.1	K4BHC2	K4BHC2_SOLLC		
Solyc03g063850.1	K4BHC3	K4BHC3_SOLLC		
Solyc03g063860.1	K4BHC4	K4BHC4_SOLLC		
Solyc03g063880.2	K4BHC5	K4BHC5_SOLLC	101249615	LOC101249615
Solyc03g063890.1	K4BHC6	K4BHC6_SOLLC		
Solyc03g063900.1	K4BHC7	K4BHC7_SOLLC		
Solyc03g063910.1	K4BHC8	K4BHC8_SOLLC		
Solyc03g063920.1	K4BHC9	K4BHC9_SOLLC		
Solyc03g063930.1	K4BHD0	K4BHD0_SOLLC		
Solyc03g063940.1	K4BHD1	K4BHD1_SOLLC		
Solyc03g063950.1	K4BHD2	K4BHD2_SOLLC		
Solyc03g063960.1	K4BHD3	K4BHD3_SOLLC		
Solyc03g063970.2	K4BHD4	K4BHD4_SOLLC		
Solyc03g063980.1	K4BHD5	K4BHD5_SOLLC		
Solyc03g064010.2	K4BHD6	K4BHD6_SOLLC		
Solyc03g064020.2	K4BHD7	K4BHD7_SOLLC	101250669	LOC101250669
Solyc03g064030.2	K4BHD8	K4BHD8_SOLLC	101250969	LOC101250969
Solyc03g064040.1	K4BHD9	K4BHD9_SOLLC		
Solyc03g065050.1	K4BHE0	K4BHE0_SOLLC		
Solyc03g065060.1	K4BHE1	K4BHE1_SOLLC		
Solyc03g065070.1	K4BHE2	K4BHE2_SOLLC		
Solyc03g065080.1	K4BHE3	K4BHE3_SOLLC		
Solyc03g065090.1				
Solyc03g065110.1	K4BHE5	K4BHE5_SOLLC		
Solyc03g065120.1	K4BHE6	K4BHE6_SOLLC		
Solyc03g065130.1	K4BHE7	K4BHE7_SOLLC		
Solyc03g065140.1	K4BHE8	K4BHE8_SOLLC		
Solyc03g065150.1				
Solyc03g065160.1	K4BHF0	K4BHF0_SOLLC		
Solyc03g065170.1	K4BHF1	K4BHF1_SOLLC		
Solyc03g065180.1	K4BHF2	K4BHF2_SOLLC		
Solyc03g065190.1	K4BHF3	K4BHF3_SOLLC		
Solyc03g065200.2	K4BHF4	K4BHF4_SOLLC	101251556	LOC101251556
Solyc03g065220.1	K4BHF5	K4BHF5_SOLLC		
Solyc03g065230.1	K4BHF6	K4BHF6_SOLLC		
Solyc03g065240.1	K4BHF7	K4BHF7_SOLLC		
Solyc03g065250.2	K4BHF8	K4BHF8_SOLLC	101252060	LOC101252060
Solyc03g065260.2	K4BHF9	K4BHF9_SOLLC		
Solyc03g065300.1	K4BHG0	K4BHG0_SOLLC		
Solyc03g065310.1	K4BHG1	K4BHG1_SOLLC		
Solyc03g065320.1	K4BHG2	K4BHG2_SOLLC		
Solyc03g065330.1	K4BHG3	K4BHG3_SOLLC		
Solyc03g065340.2	K4BHG4	K4BHG4_SOLLC	101252851	LOC101252851
Solyc03g065350.1	K4BHG5	K4BHG5_SOLLC		
Solyc03g070370.1	K4BHG6	K4BHG6_SOLLC		
Solyc03g070380.2	K4BHG7	K4BHG7_SOLLC	101259817	LOC101259817
Solyc03g070390.2	K4BHG8	K4BHG8_SOLLC	101260112	LOC101260112
Solyc03g070400.1	K4BHG9	K4BHG9_SOLLC		
Solyc03g070410.1	K4BHH0	K4BHH0_SOLLC		
Solyc03g070420.1	K4BHH1	K4BHH1_SOLLC		
Solyc03g070430.1	K4BHH2	K4BHH2_SOLLC		
Solyc03g070440.2	K4BHH3	K4BHH3_SOLLC	101260407	LOC101260407
Solyc03g070450.1	K4BHH4	K4BHH4_SOLLC		
Solyc03g070460.1	K4BHH5	K4BHH5_SOLLC		
Solyc03g070470.1	K4BHH6	K4BHH6_SOLLC		
Solyc03g070480.1	K4BHH7	K4BHH7_SOLLC		
Solyc03g071480.1	K4BHH8	K4BHH8_SOLLC		
Solyc03g071490.1	K4BHH9	K4BHH9_SOLLC		
Solyc03g071500.1	K4BHI0	K4BHI0_SOLLC		
Solyc03g071510.1	K4BHI1	K4BHI1_SOLLC		
Solyc03g071520.1	K4BHI2	K4BHI2_SOLLC		
Solyc03g071530.1	K4BHI3	K4BHI3_SOLLC		
Solyc03g071540.1	K4BHI4	K4BHI4_SOLLC		
Solyc03g071550.1	K4BHI5	K4BHI5_SOLLC	101267496	LOC101267496
Solyc03g071560.2	K4BHI6	K4BHI6_SOLLC		
Solyc03g071570.2	K4BHI7	K4BHI7_SOLLC	101260911	LOC101260911
Solyc03g071580.1	K4BHI8	K4BHI8_SOLLC		
Solyc03g071590.2	K4BHI9	K4BHI9_SOLLC		
Solyc03g071600.1	K4BHJ0	K4BHJ0_SOLLC		
Solyc03g071610.1	K4BHJ1	K4BHJ1_SOLLC		
Solyc03g071620.1	K4BHJ2	K4BHJ2_SOLLC	101261496	LOC101261496
Solyc03g071630.1	K4BHJ3	K4BHJ3_SOLLC		
Solyc03g071640.1	K4BHJ4	K4BHJ4_SOLLC		
Solyc03g071650.1	K4BHJ5	K4BHJ5_SOLLC		
Solyc03g071660.1	K4BHJ6	K4BHJ6_SOLLC		
Solyc03g071670.1	K4BHJ7	K4BHJ7_SOLLC		
Solyc03g071680.1	K4BHJ8	K4BHJ8_SOLLC		
Solyc03g071690.2	Q941P9	HBL2_SOLLC	543822	GLB2, HB2
Solyc03g071700.1	K4BHJ9	K4BHJ9_SOLLC		
Solyc03g071710.1	K4BHK0	K4BHK0_SOLLC	101262089	LOC101262089
Solyc03g071720.2	K4BHK1	K4BHK1_SOLLC	101262393	LOC101262393
Solyc03g071730.1	K4BHK2	K4BHK2_SOLLC		
Solyc03g071740.1	K4BHK3	K4BHK3_SOLLC		
Solyc03g071750.2	K4BHK4	K4BHK4_SOLLC		
Solyc03g071760.1	K4BHK5	K4BHK5_SOLLC		
Solyc03g071770.1	K4BHK6	K4BHK6_SOLLC		
Solyc03g071780.1	K4BHK7	K4BHK7_SOLLC		
Solyc03g071790.1	K4BHK8	K4BHK8_SOLLC		
Solyc03g071800.1	K4BHK9	K4BHK9_SOLLC		
Solyc03g071810.1	K4BHL0	K4BHL0_SOLLC		
Solyc03g071820.1	K4BHL1	K4BHL1_SOLLC		
Solyc03g071830.1	K4BHL2	K4BHL2_SOLLC		
Solyc03g071840.1	K4BHL3	K4BHL3_SOLLC		
Solyc03g071850.1	K4BHL4	K4BHL4_SOLLC	101263292	LOC101263292
Solyc03g071860.2	K4BHL5	K4BHL5_SOLLC		
Solyc03g071870.1	K4BHL6	K4BHL6_SOLLC		
Solyc03g077870.1	K4BHL7	K4BHL7_SOLLC		
Solyc03g077880.1	K4BHL8	K4BHL8_SOLLC		
Solyc03g077890.1	K4BHL9	K4BHL9_SOLLC		
Solyc03g077900.1	K4BHM0	K4BHM0_SOLLC		
Solyc03g077910.2	K4BHM1	K4BHM1_SOLLC		
Solyc03g077920.1	K4BHM2	K4BHM2_SOLLC	101245336	LOC101245336
Solyc03g077930.2	K4BHM3	K4BHM3_SOLLC		
Solyc03g077940.1	K4BHM4	K4BHM4_SOLLC		
Solyc03g077950.1	K4BHM5	K4BHM5_SOLLC		
Solyc03g077960.1	K4BHM6	K4BHM6_SOLLC		
Solyc03g077970.1	K4BHM7	K4BHM7_SOLLC		
Solyc03g077980.2	K4BHM8	K4BHM8_SOLLC		
Solyc03g077990.1	K4BHM9	K4BHM9_SOLLC		
Solyc03g078000.2	K4BHN0	K4BHN0_SOLLC	101244560	VGT1
Solyc03g078010.1	K4BHN1	K4BHN1_SOLLC		
Solyc03g078020.2	K4BHN2	K4BHN2_SOLLC		
Solyc03g078030.1	K4BHN3	K4BHN3_SOLLC		
Solyc03g078040.1	K4BHN4	K4BHN4_SOLLC		
Solyc03g078050.1	K4BHN5	K4BHN5_SOLLC		
Solyc03g078060.2	K4BHN6	K4BHN6_SOLLC		
Solyc03g078070.1	K4BHN7	K4BHN7_SOLLC		
Solyc03g078080.2	K4BHN8	K4BHN8_SOLLC		
Solyc03g078090.2	K4BHN9	K4BHN9_SOLLC		
Solyc03g078100.2	K4BHP0	K4BHP0_SOLLC	101268168	LOC101268168
Solyc03g078110.1	K4BHP1	K4BHP1_SOLLC		
Solyc03g078120.2	K4BHP2	K4BHP2_SOLLC		
Solyc03g078130.1	K4BHP3	K4BHP3_SOLLC		
Solyc03g078140.1	K4BHP4	K4BHP4_SOLLC		
Solyc03g078150.2	K4BHP5	K4BHP5_SOLLC	101267002	LOC101267002
Solyc03g078160.2	K4BHP6	K4BHP6_SOLLC	101268745	LOC101268745
Solyc03g078170.1	K4BHP7	K4BHP7_SOLLC	101246115	LOC101246115
Solyc03g078190.1	K4BHP8	K4BHP8_SOLLC		
Solyc03g078200.1	K4BHP9	K4BHP9_SOLLC	101245826	LOC101245826
Solyc03g078210.2	K4BHQ0	K4BHQ0_SOLLC		
Solyc03g078220.1	K4BHQ1	K4BHQ1_SOLLC		
Solyc03g078230.2	K4BHQ2	K4BHQ2_SOLLC		
Solyc03g078240.1	K4BHQ3	K4BHQ3_SOLLC		
Solyc03g078250.1	K4BHQ4	K4BHQ4_SOLLC		
Solyc03g078260.2	K4BHQ5	K4BHQ5_SOLLC		
Solyc03g078270.1	K4BHQ6	K4BHQ6_SOLLC		
Solyc03g078280.1	K4BHQ7	K4BHQ7_SOLLC		
Solyc03g078290.2	K4BHQ8	K4BHQ8_SOLLC	101266399	LOC101266399
Solyc03g078300.1	K4BHQ9	K4BHQ9_SOLLC	101244352	LOC101244352
Solyc03g078310.1	K4BHR0	K4BHR0_SOLLC		
Solyc03g078320.1	K4BHR1	K4BHR1_SOLLC		
Solyc03g078330.1	K4BHR2	K4BHR2_SOLLC	101268746	LOC101268746
Solyc03g078340.1	K4BHR3	K4BHR3_SOLLC		
Solyc03g078350.2	K4BHR4	K4BHR4_SOLLC	101266102	LOC101266102
Solyc03g078360.1	K4BHR5	K4BHR5_SOLLC		
Solyc03g078370.1	K4BHR6	K4BHR6_SOLLC	101265517	LOC101265517
Solyc03g078380.1	K4BHR7	K4BHR7_SOLLC	101265209	LOC101265209
Solyc03g078390.2	K4BHR8	K4BHR8_SOLLC	101264903	LOC101264903
Solyc03g078400.2	K4BHR9	K4BHR9_SOLLC	101264601	
Solyc03g078410.1	K4BHS0	K4BHS0_SOLLC		
Solyc03g078420.2	K4BHS1	K4BHS1_SOLLC		
Solyc03g078430.1	K4BHS2	K4BHS2_SOLLC		
Solyc03g078440.2	K4BHS3	K4BHS3_SOLLC		
Solyc03g078450.1	K4BHS4	K4BHS4_SOLLC		
Solyc03g078470.2	K4BHS5	K4BHS5_SOLLC		
Solyc03g078480.1	K4BHS6	K4BHS6_SOLLC		
Solyc03g078490.2	K4BHS7	K4BHS7_SOLLC	101263679	LOC101263679
Solyc03g078500.2	K4BHS8	K4BHS8_SOLLC	101263384	LOC101263384
Solyc03g078510.1	K4BHS9	K4BHS9_SOLLC		
Solyc03g078520.2	K4BHT0	K4BHT0_SOLLC	101262789	LOC101262789
Solyc03g078530.1	K4BHT1	K4BHT1_SOLLC	104646423	LOC104646423
Solyc03g078540.1	K4BHT2	K4BHT2_SOLLC		
Solyc03g078550.1	K4BHT3	K4BHT3_SOLLC		
Solyc03g078560.1	K4BHT4	K4BHT4_SOLLC		
Solyc03g078570.2	K4BHT5	K4BHT5_SOLLC	101262189	LOC101262189
Solyc03g078580.2				
Solyc03g078590.1	K4BHT7	K4BHT7_SOLLC		
Solyc03g078600.1	K4BHT8	K4BHT8_SOLLC		
